DAY,DEFI_TREASURY_INDEX,NON_DEFI_TREASURY_INDEX,SIRLOIN_INDEX,SOL_NORMALIZED_PRICE,SOL_DAILY_RETURN,WBTC_NORMALIZED_PRICE,WBTC_DAILY_RETURN,WETH_NORMALIZED_PRICE,WETH_DAILY_RETURN
2023-09-23 00:00:00.000,86.929369786,86.654462731,89.504553879,100.178362791,-0.008022237649,86.097149034,-0.001075418841,81.403934331,0.0002048519297
2023-09-22 00:00:00.000,85.671648466,86.725575608,89.47121949,100.988516671,-0.005207410585,86.189839211,-0.006624671998,81.387261993,-0.005079925004
2023-09-21 00:00:00.000,83.760683726,86.398963611,89.141603504,101.517158195,-0.01769548278,86.764626402,-0.0128561063,81.802814154,-0.01834984284
2023-09-20 00:00:00.000,84.205648411,87.66720886,90.430941865,103.345914037,0.001937565818,87.894608837,0.003104110286,83.331942197,-0.006565355161
2023-09-19 00:00:00.000,84.953672815,88.195576782,91.087762266,103.146061754,0.03033141126,87.622618565,0.006435963175,83.882661663,0.001746937202
2023-09-18 00:00:00.000,84.446611463,87.960539518,90.854528596,100.109596414,0.02303653129,87.06228888,0.01173862252,83.736379467,0.006848448788
2023-09-17 00:00:00.000,83.300311947,87.356189408,90.377838488,97.855348613,-0.01038805933,86.052155114,-0.001188777191,83.166815788,-0.004954023826
2023-09-16 00:00:00.000,84.356626223,87.963996949,90.769004961,98.882546372,0.01105218335,86.154573706,0.002430496601,83.580877446,0.005724642713
2023-09-15 00:00:00.000,84.703909772,88.306164333,91.022990044,97.801624881,0.003019325704,85.945683016,0.002016370407,83.105130268,0.001784137577
2023-09-14 00:00:00.000,84.815680613,87.723126239,90.475466251,97.507218829,0.03797378346,85.772733414,0.01424860118,82.957123347,0.0167800018
2023-09-13 00:00:00.000,83.330260872,87.070451254,89.81060262,93.939963015,0.001007548151,84.567761113,0.008761382867,81.588075297,0.005267304487
2023-09-12 00:00:00.000,82.412475632,86.652067639,89.344845324,93.845409247,0.01338953085,83.833265775,0.01394635865,81.160577821,0.002675290027
2023-09-11 00:00:00.000,80.609271069,85.210911256,87.825422148,92.605465509,-0.02906494067,82.680178354,-0.01271545361,80.944029067,-0.02403571893
2023-09-10 00:00:00.000,84.286702556,87.416981253,90.138802057,95.377610087,-0.05473515595,83.745034455,-0.002844433004,82.937491297,-0.006384521235
2023-09-09 00:00:00.000,87.145946872,88.190366319,90.665321844,100.900409751,-0.005843821401,83.983921092,-0.004157587798,83.470409901,-0.001913371988
2023-09-08 00:00:00.000,86.555072854,88.329145499,90.695193117,101.493519753,-0.0007405155384,84.334549385,0.006724291159,83.630426015,0.0009865562281
2023-09-07 00:00:00.000,85.843396572,88.560725705,91.020677901,101.568732978,-0.005261566192,83.771247129,0.004356052629,83.548001215,0.002758272069
2023-09-06 00:00:00.000,85.797306638,88.30096245,90.561805966,102.1059703,-0.0009461857991,83.407917849,-0.001323367631,83.318186987,0.000965419117
2023-09-05 00:00:00.000,85.266833768,88.231269992,90.566583786,102.202673017,0.01273387056,83.518443454,-0.005500861571,83.237827597,-0.002000500891
2023-09-04 00:00:00.000,84.411652064,88.073150164,90.439966849,100.917601345,0.003783314856,83.980408053,-0.0008327211172,83.404678731,-0.001623341867
2023-09-03 00:00:00.000,83.988754938,88.073613398,90.66723561,100.537237321,0.0008771297506,84.050398595,0.00302168876,83.540293186,0.0002633621893
2023-09-02 00:00:00.000,84.277043436,88.178700551,90.611066679,100.449130401,-0.007263402707,83.797189569,-0.002914809742,83.518297624,-0.00216720251
2023-09-01 00:00:00.000,84.081541466,87.729476054,90.421401883,101.184071056,-0.04263723003,84.042156465,-0.03731138843,83.699691807,-0.02972671035
2023-08-31 00:00:00.000,86.414694431,88.337875311,90.898347515,105.690417708,-0.03947005873,87.299418997,-0.01609329482,86.264037874,-0.01419658954
2023-08-30 00:00:00.000,89.631186196,90.141190791,92.847246435,110.033444213,0.01943163678,88.727334144,0.02569585455,87.506329313,0.0196635716
